german word	german sentence	english translation
ab(1)	Die Fahrt kostet ab Hamburg 200 Euro.	The trip costs 200 euros from Hamburg.
ab(2)	Ab nächster Woche bleibt unser Geschäft samstags geschlossen.	Starting next week, our store will be closed on Saturdays.
ab(3)	Mein Bruder besucht uns ab und zu.	My brother visits us from time to time.
abschreiben(1)	Er hat die Hausaufgaben von mir abgeschrieben.	He copied the homework from me.
das Abitur(1)	Meine Tochter hat gerade Abitur gemacht.	My daughter just graduated from high school.
ablehnen(1)	Er hat mein Angebot, ihm zu helfen, abgelehnt.	He declined my offer to help him.
abbiegen(1)	An der nächsten Kreuzung müssen Sie links abbiegen.	At the next intersection, you need to turn left.
die Abbildung(1)	Auf der Abbildung sehen Sie, wie man das Gerät einschaltet.	In the illustration, you can see how to turn on the device.
das Abenteuer(1)	Unser Urlaub war ein tolles Abenteuer.	Our vacation was a great adventure.
das Abenteuer(2)	Die Kinder lieben Abenteuergeschichten.	The children love adventure stories.
abmachen(1)	Wir hatten doch abgemacht, dass du die Getränke besorgst.	We agreed that you would get the drinks.
abnehmen(1)	Morgen können wir den Verband abnehmen.	Tomorrow we can remove the bandage.
abnehmen(2)	Ich habe zehn Kilo abgenommen.	I lost ten kilograms.
abonnieren(1)	Diese Zeitschrift würde ich gerne abonnieren.	I would like to subscribe to this magazine.
aber(1)	Heute kann ich nicht, aber morgen ganz bestimmt.	I can’t today, but definitely tomorrow.
aber(2)	Es lag sehr viel Schnee, aber Enzo ist trotzdem mit dem Motorrad gefahren.	There was a lot of snow, but Enzo still rode his motorcycle.
aber(3)	Wir haben nur eine kleine Wohnung, sind aber damit zufrieden.	We only have a small apartment, but we are satisfied with it.
aber(4)	Es war sehr schön. Jetzt muss ich aber gehen.	It was very nice. But now I have to go.
aber(5)	Ich würde gerne kommen, aber es geht leider nicht.	I would like to come, but unfortunately, I can’t.
aber(6)	Darf ich dich zu einem Kaffee einladen? – Aber ja, sehr gern.	May I invite you for a coffee? – Oh yes, with pleasure.
aber(7)	Du spielst aber gut Klavier.	You play the piano very well.
abfahren(1)	Unser Zug ist pünktlich abgefahren.	Our train departed on time.
abonnieren(1)	Ich habe das Abonnement gekündigt.	I canceled the subscription.
absagen(1)	Ich muss unser Treffen leider absagen, weil ich krank geworden bin.	I’m sorry, but I have to cancel our meeting because I’ve fallen ill.
der Abschluss(1)	Ein guter Schulabschluss ist sehr wichtig.	A good school diploma is very important.
der Abschnitt(1)	Lesen Sie bitte den zweiten Abschnitt.	Please read the second section.
der Absender(1)	Schicken Sie das Paket an den Absender zurück.	Send the package back to the sender.
die Absenderin(1)	Schicken Sie das Paket an die Absenderin zurück.	Send the package back to the sender.
die Absicht(1)	Entschuldigen Sie bitte. Meine Tochter hat das nicht mit Absicht gemacht.	Excuse me, please. My daughter did not do that on purpose.
die Abfahrt(1)	Es bleiben uns noch zwanzig Minuten bis zur Abfahrt.	We have twenty minutes left until departure.
der Abfall(1)	Werfen Sie den Bioabfall bitte nicht zum normalen Müll.	Please do not throw the organic waste in the regular trash.
der Abfalleimer(1)	Wirf das bitte in den Abfalleimer!	Please throw that in the trash can.
Abgase(1)	Abgase aus Industrie und Haushalten verschmutzen die Luft.	Exhaust gases from industry and households pollute the air.
abgeben(1)	Ich soll dieses Päckchen bei Herrn Müller abgeben.	I should deliver this package to Mr. Müller.
abhängen(1)	Vielleicht bleiben wir ein paar Tage länger, das hängt vom Wetter ab.	Maybe we’ll stay a few days longer; it depends on the weather.
abhängig(1)	Gregor ist finanziell von seinen Eltern abhängig.	Gregor is financially dependent on his parents.
abheben(1)	Für die Reise habe ich 500 Euro von meinem Konto abgehoben.	For the trip, I withdrew 500 euros from my account.
abholen(1)	Meine Freundin hat mich vom Bahnhof abgeholt.	My friend picked me up from the train station.
absolut(1)	Was Sie da sagen, ist absolut falsch.	What you’re saying is absolutely wrong.
absolut(2)	Ich habe absolutes Vertrauen zu dir.	I have absolute trust in you.
abstimmen(1)	Lasst uns über diesen Punkt abstimmen.	Let’s vote on this point.
die Abteilung(1)	Meine Freundin arbeitet in der Abteilung von Frau Kaufmann.	My friend works in Mrs. Kaufmann’s department.
der Abwart(1)	Der Abwart hat mir geholfen, den Schrank in die Wohnung zu tragen.	The caretaker helped me carry the wardrobe into the apartment.
abwärts(1)	Von dort führt der Weg abwärts ins Tal.	From there, the path leads down into the valley.
abwaschen(1)	Ich muss noch das Geschirr abwaschen.	I still need to wash the dishes.
abwesend(1)	Herr Huber ist bis zum 25. April abwesend.	Mr. Huber is absent until April 25.
achten(1)	Achten Sie bitte darauf, dass Sie abschließen, wenn Sie gehen.	Please make sure to lock up when you leave.
Achtung(1)	Achtung, hier endet die Straße!	Attention, the road ends here!
die Adresse(1)	Hast du schon meine neue Adresse?	Do you have my new address?
ähnlich(1)	Emilia ist in einer ganz ähnlichen Situation wie ich.	Emilia is in a very similar situation to mine.
ähnlich(2)	Oleg sieht seinem Bruder sehr ähnlich.	Oleg looks very much like his brother.
die Ahnung(1)	Ich hatte keine Ahnung, dass du heute Geburtstag hast.	I had no idea that it was your birthday today.
die Aktion(1)	Die Stadt sollte eine Aktion für Familien planen.	The city should plan an event for families.
aktiv(1)	Ich bin sehr aktiv und mache viel Sport.	I am very active and do a lot of sports.
die Aktivität(1)	In den Ferien bietet die Stadt für Kinder verschiedene Freizeitaktivitäten.	During the holidays, the city offers various recreational activities for children.
aktuell(1)	Umweltschutz ist ein aktuelles Thema.	Environmental protection is a current topic.
alltäglich(1)	Das alltägliche Leben ist manchmal langweilig.	Everyday life is sometimes boring.
alltäglich(2)	Der Roman erzählt eine ganz alltägliche Geschichte.	The novel tells a very ordinary story.
das Alphabet(1)	Wie viele Buchstaben hat das Alphabet in Ihrer Sprache?	How many letters are there in the alphabet in your language?
als(1)	Als mein Mann kam, war die Party schon zu Ende.	When my husband arrived, the party was already over.
als(2)	Meine Schwester ist älter als ich.	My sister is older than I am.
als(3)	Es ist später, als ich dachte.	It is later than I thought.
als ob(1)	Er tut so, als ob wir nie darüber gesprochen hätten.	He acts as if we had never talked about it.
also(1)	Also, die Sache ist so: …	So, here’s the thing: …
also(2)	Irina hat Urlaub. Sie kann uns also helfen.	Irina is on vacation. So she can help us.
also(3)	Also wirklich, jetzt reicht es.	Really, that’s enough now.
akzeptieren(1)	Ich kann diese Bedingungen nicht akzeptieren.	I cannot accept these conditions.
der Alarm(1)	Bei Feueralarm dürfen Sie die Aufzüge nicht benutzen.	In case of fire alarm, you should not use the elevators.
der Alkohol(1)	Du musst die Wunde mit Alkohol reinigen.	You need to clean the wound with alcohol.
der Alkohol(2)	Nein, danke! Ich trinke keinen Alkohol.	No, thank you! I don’t drink alcohol.
all-(1)	Sind alle Kinder da?	Are all the children here?
all-(2)	Sonst noch (et)was? – Nein, danke. Das ist alles.	Anything else? – No, thank you. That’s all.
all-(3)	Alles Gute!	All the best!
allein(1)	Ich gehe nicht gern allein spazieren.	I don’t like walking alone.
allein(2)	Soll ich Ihnen helfen? – Danke, ich schaffe es schon allein.	Should I help you? – No, thank you, I can manage on my own.
allein(3)	Es war sehr teuer. Allein das Essen hat schon über 50 Euro gekostet.	It was very expensive. The food alone cost over 50 euros.
aller-(1)	Am allerbesten ist es, wenn du dich ins Bett legst und lange schläfst. Dann wirst du schnell wieder gesund.	The best thing is if you lie down in bed and sleep a lot. Then you’ll get better quickly.
aller-(2)	Das ist das Allerschönste, was ich je gesehen habe.	That is the most beautiful thing I have ever seen.
allerdings(1)	Wir können uns morgen treffen, allerdings habe ich erst ab Mittag Zeit.	We can meet tomorrow; however, I am only available from noon.
allgemein(1)	Wir haben nur über allgemeine Probleme gesprochen.	We only talked about general problems.
allgemein(2)	Es ist allgemein bekannt, dass man hier gut essen kann.	It is well known that you can eat well here.
das Alter(1)	Wie alt sind Sie?	How old are you?
das Alter(2)	Maria ist eine alte Freundin von mir.	Maria is an old friend of mine.
das Alter(3)	Wir sind etwa im gleichen Alter.	We are about the same age.
das Alter(4)	Alter: 26 Jahre	Age: 26 years
das Altenheim(1)	Die Großeltern unserer Nachbarn sind im Altenheim.	Our neighbors' grandparents are in the old age home.
das Altersheim(1)	Die Großeltern unserer Nachbarn sind im Altersheim.	Our neighbors' grandparents are in the old age home.
alternativ(1)	Wir brauchen alternative Energien.	We need alternative energies.
die Alternative(1)	Auf dieser Strecke ist der Zug eine gute Alternative zum Flugzeug.	On this route, the train is a good alternative to the plane.
die Ampel(1)	Dort an der Ampel kannst du über die Straße gehen.	You can cross the street at the traffic light.
das Amt(1)	Das Arbeitsamt befindet sich neben dem Busbahnhof.	The employment office is next to the bus station.
sich amüsieren(1)	Bei dem Fest haben wir uns sehr gut amüsiert.	We had a lot of fun at the party.
an(1)	Am Anfang war alles sehr schwierig.	At the beginning, everything was very difficult.
an(2)	Dann sehen wir uns also am Dienstag.	Then we’ll see each other on Tuesday.
an(3)	Ich warte am Bahnhof auf dich.	I’m waiting for you at the station.
an(4)	Am besten, du gehst zur Information und fragst da.	It’s best if you go to the information desk and ask there.
an(5)	Das Licht war die ganze Nacht an.	The light was on all night.
der Alltag(1)	Das ist mein Alltag: putzen, waschen, kochen.	This is my daily routine: cleaning, washing, cooking.
analysieren(1)	Die Politiker analysieren die Situation auf dem Arbeitsmarkt.	The politicians analyze the situation on the labor market.
anbieten(1)	Darf ich Ihnen etwas zu trinken anbieten?	May I offer you something to drink?
der Anbieter(1)	Ist das ein privater Telefonanbieter?	Is this a private telephone provider?
das Angebot(1)	Ich habe in der Zeitung ein paar günstige Wohnungsangebote gelesen.	I read a few cheap apartment offers in the newspaper.
das Angebot(2)	Der Käse ist heute im Angebot.	The cheese is on sale today.
ander(1)	Die anderen sind schon nach Hause gegangen.	The others have already gone home.
ander(2)	Bitte nicht alle auf einmal! Einer nach dem anderen.	Please not all at once! One after the other.
ander(3)	Ich hätte gern ein anderes Auto.	I would like another car.
ander(4)	Natascha hat unter anderem Chinesisch und Spanisch gelernt.	Natascha has learned, among other things, Chinese and Spanish.
andererseits(1)	Tarek möchte zwar studieren, aber andererseits möchte er auch gleich Geld verdienen.	Tarek wants to study, but on the other hand, he also wants to start earning money.
ändern(1)	Das Wetter hat sich geändert.	The weather has changed.
ändern(2)	Ich habe meine Meinung inzwischen geändert.	I have changed my opinion in the meantime.
die Änderung(1)	Es gibt eine Programmänderung.	There is a change in the program.
anders(1)	Anders geht das leider nicht.	Unfortunately, that’s not possible any other way.
anders(2)	Oliver ist anders als seine Freunde.	Oliver is different from his friends.
anders(3)	Ich würde das anders machen.	I would do that differently.
anerkennen(1)	Meine Ausbildung wird hier nicht anerkannt.	My training is not recognized here.
anfangen(1)	Wann fängst du mit der Arbeit an?	When do you start work?
anfangen(2)	Hier fängt die Bahnhofstraße an.	Here begins Bahnhofstraße.
der Anfang(1)	Wie war der Film? – Ich habe nur den Anfang gesehen.	How was the movie? – I only saw the beginning.
der Anfang(2)	Am Anfang habe ich bei der Arbeit viele Fragen gestellt.	In the beginning, I asked many questions at work.
der Anfang(3)	Mein Chef ist Anfang fünfzig.	My boss is in his early fifties.
der Anfang(4)	Meine Mutter war von Anfang an dagegen, dass ich nach Berlin ziehe.	My mother was against me moving to Berlin from the start.
der Anfang(5)	Wir machen Anfang Juli Ferien.	We’re going on vacation at the beginning of July.
der Anfang(6)	Meine Freundin wohnt am Anfang der Straße.	My friend lives at the beginning of the street.
anfangs(1)	Anfangs ging alles gut.	At first, everything went well.
angeben(1)	Bitte geben Sie Ihre genaue Adresse an.	Please provide your exact address.
die Angabe(1)	Wir brauchen von Ihnen folgende Angaben: Name, Adresse, Geburtsdatum.	We need the following information from you: Name, address, date of birth.
der Angehörige(1)	Der Arzt darf nur Familienangehörigen Auskunft geben.	The doctor may only provide information to family members.
angenehm(1)	Wir wünschen Ihnen eine angenehme Reise.	We wish you a pleasant trip.
die Angst(1)	Du brauchst keine Angst zu haben. Der Hund tut dir nichts.	You don’t need to be afraid. The dog won’t hurt you.
die Angst(2)	Ich habe Angst, vielleicht ist etwas passiert.	I’m afraid something might have happened.
ängstlich(1)	Meine Mutter ist etwas ängstlich. Sie geht nicht gern allein auf die Straße.	My mother is a bit anxious. She doesn’t like walking alone on the street.
anhaben(1)	Gestern hatte Julia ein rotes Kleid an.	Yesterday Julia wore a red dress.
anklicken(1)	Du musst das Bild anklicken. Dann wird es größer.	You need to click on the picture. Then it will get bigger.
ankommen(1)	Wann kommt der Zug in Hamburg an?	When does the train arrive in Hamburg?
ankommen(2)	Bei dem Spiel kommt es darauf an, schneller zu laufen als die anderen.	In the game, it depends on running faster than the others.
die Ankunft(1)	Die Abfahrt ist um 0.55 Uhr, die Ankunft um 8.07 Uhr.	The departure is at 0:55, the arrival at 8:07.
die Ankunft(2)	Gleich nach der Ankunft habe ich meine Eltern angerufen.	Right after arrival, I called my parents.
ankündigen(1)	Wir sollten unseren Besuch ankündigen.	We should announce our visit.
die Anlage(1)	Meine Musikanlage ist kaputt.	My sound system is broken.
die Anlage(2)	In der Anlage der E-Mail finden Sie meinen Lebenslauf.	In the attachment of the email, you will find my resume.
die Anleitung(1)	In der Anleitung steht, dass bei diesem Spiel der Älteste beginnt.	The instructions say that in this game, the oldest player starts.
anmelden(1)	Für diesen Kurs müssen Sie sich unbedingt vorher anmelden.	You must register for this course in advance.
die Anmeldung(1)	Wo bekomme ich die Formulare für die Anmeldung?	Where can I get the forms for registration?
die Anmeldung(2)	Die Anmeldung ist im Erdgeschoss, Zimmer 55.	Registration is on the ground floor, room 55.
annehmen(1)	Ich nehme Ihre Einladung gern an.	I gladly accept your invitation.
annehmen(2)	Ich nehme an, dass Sie mit dem Vorschlag einverstanden sind.	I assume that you agree with the proposal.
die Annonce(1)	Ich habe alle Annoncen gelesen, aber die Wohnungen sind zu teuer.	I have read all the ads, but the apartments are too expensive.
die Anrede(1)	Du darfst im Brief die Anrede nicht vergessen.	You must not forget the salutation in the letter.
anrufen(1)	Ich rufe Sie heute Abend an.	I will call you this evening.
der Anruf(1)	Ich warte auf einen Anruf aus Berlin.	I’m waiting for a call from Berlin.
der Anrufbeantworter(1)	Ich habe dir eine Nachricht auf den Anrufbeantworter gesprochen.	I left you a message on the answering machine.
die Ansage(1)	Achten Sie auf die Ansage am Bahnsteig.	Pay attention to the announcement at the platform.
anschaffen(1)	Wir haben uns neue Möbel angeschafft.	We bought new furniture.
anschließen(1)	Wo kann ich den Computer anschließen?	Where can I connect the computer?
der Anschluss(1)	In Mannheim haben Sie Anschluss nach Saarbrücken.	In Mannheim, you have a connection to Saarbrücken.
der Anschluss(2)	Ich brauche in meiner Wohnung einen Telefonanschluss.	I need a phone connection in my apartment.
anschnallen(1)	Vergiss nicht, dich anzuschnallen.	Don’t forget to fasten your seatbelt.
ansehen(1)	Warum siehst du mich so erschrocken an?	Why are you looking at me so startled?
ansehen(2)	Darf ich eure Urlaubsfotos ansehen?	May I look at your vacation photos?
ansprechen(1)	Gestern hat mich unsere neue Nachbarin im Treppenhaus angesprochen.	Yesterday, our new neighbor spoke to me in the stairwell.
der Anspruch(1)	Sie wohnen im Stadtzentrum. Deshalb haben Sie keinen Anspruch auf Fahrgeld.	You live in the city center. Therefore, you are not entitled to travel expenses.
anstellen(1)	Können Sie bitte die Heizung anstellen?	Could you please turn on the heating?
anstellen(2)	Mein Schwager ist bei einer Möbelfirma angestellt.	My brother-in-law is employed by a furniture company.
anstellen(3)	Da vorne ist die Kasse. Du musst dich anstellen.	There is the cashier up front. You need to line up.
aufgeben(1)	Ich habe auf der Post ein Paket aufgegeben.	I sent a package at the post office.
aufgeben(2)	Man darf nie aufgeben. Es gibt immer eine Hoffnung.	One should never give up. There is always hope.
aufhalten(1)	Wo hält er sich gerade auf? – In München.	Where is he right now? – In Munich.
aufhalten(2)	Darf ich Ihnen die Tür aufhalten?	May I hold the door open for you?
aufhalten(3)	Entschuldigen Sie die Verspätung, ich wurde aufgehalten.	Sorry for the delay, I was held up.
aufheben(1)	Lassen Sie die Papiere nur auf dem Boden liegen, ich hebe sie schon auf.	Just leave the papers on the floor, I will pick them up.
aufheben(2)	Die Quittung müssen Sie gut aufheben.	You need to keep the receipt safe.
aufhören(1)	Es hört nicht auf zu schneien.	It doesn’t stop snowing.
aufhören(2)	Wann hört ihr mit der Arbeit auf?	When will you stop working?
aufhören(3)	Hier hört die Hauptstraße auf.	Here the main street ends.
aufladen(1)	Ich muss mein Telefon aufladen. Die Batterie ist leer.	I need to charge my phone. The battery is empty.
auflösen(1)	Die Tablette bitte in Wasser auflösen.	Please dissolve the tablet in water.
aufmerksam(1)	Die Schülerin hörte aufmerksam zu.	The student listened attentively.
aufmerksam(2)	Ich mache Sie darauf aufmerksam, dass wir in einer halben Stunde schließen.	I would like to point out that we will close in half an hour.
aufnehmen(1)	Wir haben Aneta in unseren Verein aufgenommen.	We have accepted Aneta into our club.
aufnehmen(2)	Ich habe den Film im Urlaub aufgenommen.	I recorded the film during the vacation.
die Aufnahme(1)	Bitte seid leise! – Ich starte die Aufnahme.	Please be quiet! – I am starting the recording.
aufpassen(1)	Tut mir leid. Da habe ich wohl nicht aufgepasst.	I’m sorry. I guess I wasn’t paying attention.
aufpassen(2)	Ich muss zu Hause bleiben und auf die Kinder aufpassen.	I need to stay home and look after the children.
aufräumen(1)	Vor meinem Urlaub muss ich unbedingt noch meinen Schreibtisch aufräumen.	Before my vacation, I definitely need to clean up my desk.
aufregen(1)	Es regt mich auf, dass ich schon wieder Überstunden machen muss.	It annoys me that I have to work overtime again.
aufregen(2)	Ganz ruhig! Bitte regen Sie sich nicht auf.	Calm down! Please don’t get upset.
aufregen(3)	Heute hast du eine Prüfung. Bist du schon aufgeregt?	You have an exam today. Are you already excited?
aufregend(1)	Die Musikgruppe zu erleben war sehr aufregend.	Experiencing the music group was very exciting.
aufstehen(1)	Ich stehe jeden Morgen um sechs Uhr auf.	I get up every morning at six o'clock.
aufstehen(2)	Sie brauchen nicht aufzustehen. Sie können sitzen bleiben.	You don’t need to get up. You can stay seated.
der Auftrag(1)	Ich komme im Auftrag von Frau Müller und soll Ihnen diesen Brief geben.	I come on behalf of Mrs. Müller and am supposed to give you this letter.
der Auftrag(2)	Im Moment hat die Firma besonders viele Aufträge.	At the moment, the company has a lot of orders.
auftreten(1)	Nächste Woche tritt in der Stadthalle eine berühmte Musikgruppe auf.	Next week, a famous music group will perform at the city hall.
auftreten(2)	Nach dem Auftritt feiern die Musiker.	After the performance, the musicians celebrate.
aufwachen(1)	Von dem Lärm bin ich aufgewacht.	I woke up from the noise.
aufwärts(1)	Sie müssen gute Schuhe anziehen. Der Weg geht immer aufwärts.	You need to wear good shoes. The path always goes uphill.
aufwärts(2)	In letzter Zeit geht es wieder aufwärts mit der Wirtschaft.	Recently, the economy is improving again.
die Ausbildung(1)	Ich habe meine Ausbildung abgeschlossen.	I have completed my training.
die Ausbildung(2)	Mit deiner guten Ausbildung findest du sicher eine Arbeit.	With your good training, you’ll surely find a job.
ausgebildet(1)	Für diesen Beruf müssen Sie gut ausgebildet sein.	For this profession, you need to be well-trained.
ausdrucken(1)	Kann ich das auf deinem Drucker ausdrucken?	Can I print this on your printer?
der Ausdruck(1)	Diesen Ausdruck habe ich noch nie gehört.	I have never heard this expression before.
der Ausdruck(2)	Machen Sie doch bitte einen Ausdruck von der E-Mail.	Please make a printout of the email.
auseinander(1)	Wir wohnen nicht weit auseinander.	We don’t live far apart.
die Ausfahrt(1)	Hier ist eine Ausfahrt, da dürfen Sie nicht parken.	Here is an exit; you may not park there.
die Ausfahrt(2)	Wie weit ist es noch bis zur Ausfahrt Freiburg?	How far is it to the Freiburg exit?
ausfallen(1)	Nächste Woche fällt der Kurs aus.	The course is canceled next week.
der Ausflug(1)	Am Wochenende machen wir mit Freunden einen Ausflug nach Heidelberg.	On the weekend, we’re taking a trip to Heidelberg with friends.
ausfüllen(1)	Füllen Sie bitte dieses Formular aus!	Please fill out this form.
die Ausgabe(1)	Wie hoch sind Ihre Ausgaben in einem Monat?	What are your monthly expenses?
die Ausgabe(2)	Wo ist die Essensausgabe?	Where is the food distribution?
die Ausgabe(3)	In welchem Buch hast du das gelesen? In welcher Ausgabe?	In which book did you read that? In which edition?
der Ausgang(1)	Wo ist der Ausgang bitte?	Where is the exit, please?
der Aufzug(1)	Im Büro ist leider der Aufzug kaputt.	Unfortunately, the elevator is broken in the office.
das Auge(1)	Meine beiden Kinder haben blaue Augen.	My two children have blue eyes.
der Augenblick(1)	Ich wollte gerade parken. In dem Augenblick ist ein Wagen aus der Ausfahrt gekommen.	I was just about to park. At that moment, a car came out of the exit.
der Augenblick(2)	Einen Augenblick, bitte!	Just a moment, please!
der Augenblick(3)	Im Augenblick sind keine Plätze frei.	At the moment, there are no seats available.
ausgeben(1)	Carola gibt viel Geld für ihr Hobby aus.	Carola spends a lot of money on her hobby.
ausgehen(1)	Plötzlich ist das Licht ausgegangen.	Suddenly, the light went out.
ausgehen(2)	Gehen wir heute Abend aus?	Shall we go out tonight?
ausgehen(3)	Wie ist das Spiel ausgegangen?	How did the game turn out?
ausgezeichnet(1)	Essen und Unterkunft waren ausgezeichnet.	The food and accommodation were excellent.
die Aushilfe(1)	Wir suchen eine freundliche Aushilfe für unser Geschäft.	We are looking for a friendly temporary help for our business.
aus(1)	Frau Müller geht jeden Morgen um 8 Uhr aus dem Haus.	Mrs. Müller leaves the house every morning at 8 o’clock.
aus(2)	Frau Özgen kommt aus der Türkei.	Mrs. Özgen comes from Turkey.
aus(3)	Die Möbel sind noch aus der Zeit um 1900.	The furniture is from around 1900.
aus(4)	Ich trage nur Pullover aus reiner Wolle.	I only wear sweaters made of pure wool.
aus(5)	Wir haben aus Liebe geheiratet.	We married out of love.
aus(6)	Wann ist der Kurs aus?	When does the course end?
aus(7)	Ich seh‘ nichts! Das Licht ist aus!	I can’t see anything! The light is off!
die Auskunft(1)	Ich hätte gern eine Auskunft.	I would like some information.
die Auskunft(2)	Die Firma hat eine neue Nummer. Bitte, rufen Sie die Auskunft an.	The company has a new number. Please call the information service.
das Ausland(1)	Wir fahren im Urlaub meistens ins Ausland.	We usually go abroad on vacation.
der Ausländer(1)	Viele Ausländer und Ausländerinnen lernen in der Volkshochschule Deutsch.	Many foreigners learn German at the adult education center.
die Ausländerin(1)	Die Ausländerin ist neu in der Stadt.	The foreign woman is new in town.
ausländisch(1)	Die ausländischen Studenten müssen zuerst einen Deutschkurs besuchen.	The foreign students must first attend a German course.
ausmachen(1)	Sie müssen leider warten. – Kein Problem. Das macht mir nichts aus.	You unfortunately have to wait. – No problem. It doesn’t bother me.
ausmachen(2)	Machen Sie bitte das Licht aus!	Please turn off the light.
ausmachen(3)	Wir hatten doch ausgemacht, dass du die Getränke besorgst.	We had agreed that you would get the drinks.
ausmachen(4)	Haben Sie einen Termin ausgemacht?	Did you make an appointment?
die Ausnahme(1)	Normalerweise muss ich am Wochenende arbeiten. Aber heute ist eine Ausnahme.	Normally, I have to work on weekends. But today is an exception.
ausreichen(1)	Das Geld muss bis März ausreichen.	The money must be sufficient until March.
ausreichen(2)	Seine Kenntnisse reichen für diese Arbeit aus.	His knowledge is sufficient for this work.
ausreichend(1)	Das Geld ist für die Reise ausreichend.	The money is sufficient for the trip.
ausrichten(1)	Mein Mann ist nicht da. Soll ich ihm etwas ausrichten?	My husband is not here. Should I pass on a message to him?
(sich) ausruhen(1)	Sie ruhen sich von der Arbeit aus.	They are resting from work.
(sich) ausruhen(2)	Bist du gut ausgeruht?	Are you well-rested?
ausschließen(1)	Das kann man nicht ganz ausschließen.	This cannot be completely ruled out.
ausschließen(2)	So viel kann ich nicht bezahlen. Das ist völlig ausgeschlossen.	I cannot afford that much. That is completely out of the question.
ausschließlich(1)	Tut mir leid. Wir haben ausschließlich Nichtraucherzimmer.	Sorry, we have exclusively non-smoking rooms.
aussehen(1)	Sie sehen wieder besser aus. Sind Sie wieder gesund?	You look better again. Are you healthy again?
aussehen(2)	Er sieht genauso aus wie sein Vater.	He looks just like his father.
aussehen(3)	Es sieht so aus, als ob es bald regnen würde.	It looks like it might rain soon.
außen(1)	Wir haben das Schloss nur von außen gesehen.	We only saw the castle from the outside.
außen(2)	Außen ist das Haus nicht sehr schön.	The house is not very nice on the outside.
außerhalb(1)	Wir wohnen außerhalb von Berlin.	We live outside Berlin.
äußerlich(1)	Das Medikament dürfen Sie nur äußerlich anwenden.	You may only use the medication externally.
außer(1)	Außer Lisa hat sich niemand um die Stelle beworben.	Except for Lisa, no one else applied for the position.
außer(2)	Der Aufzug ist außer Betrieb.	The elevator is out of order.
außer(3)	Wir haben täglich außer Samstag geöffnet.	We are open every day except Saturday.
außerdem(1)	Möchten Sie außerdem noch etwas?	Would you like anything else?
außerdem(2)	Der Film war langweilig, und außerdem haben die Schauspieler schlecht gespielt.	The movie was boring, and furthermore, the actors performed poorly.
die Aussicht(1)	Von diesem Turm hat man eine tolle Aussicht.	From this tower, you have a great view.
die Aussicht(2)	Mit mehreren Fremdsprachen hat man gute Aussichten im Beruf.	With multiple foreign languages, you have good career prospects.
aussprechen(1)	Wie spricht man dieses Wort aus?	How do you pronounce this word?
die Aussprache(1)	Ali hat eine gute Aussprache.	Ali has good pronunciation.
ausstellen(1)	Im Schaufenster sind Winterschuhe ausgestellt.	Winter shoes are displayed in the shop window.
ausstellen(2)	Das Zeugnis wird bis nächste Woche ausgestellt.	The certificate will be issued by next week.
die Ausstellung(1)	Wir waren mit der Lehrerin in einer Ausstellung.	We were at an exhibition with the teacher.
die Ausstellung(2)	Die Ausstellung eines neuen Passes dauert zwei Wochen.	The issuance of a new passport takes two weeks.
(sich etwas) aussuchen(1)	Such dir etwas Schönes aus! Ich lade dich ein.	Choose something nice! I’m treating you.
auswählen(1)	Für die Aufgabe können Sie aus drei Themen auswählen.	For the task, you can choose from three topics.
die Auswahl(1)	Wir müssen eine Auswahl aus den Büchern treffen.	We need to make a selection from the books.
die Auswahl(2)	Das Geschäft hat eine große Auswahl.	The store has a large selection.
der Ausweis(1)	Darf ich mal Ihren Ausweis sehen?	May I see your ID, please?
ausziehen(1)	Willst du den Mantel nicht ausziehen?	Don’t you want to take off the coat?
ausziehen(2)	Müllers sind schon vor vier Wochen ausgezogen.	The Müllers moved out four weeks ago.
das Auto(1)	Mario fährt mit dem Auto zur Arbeit.	Mario drives to work by car.
die Autobahn(1)	Das Dorf liegt direkt an der Autobahn.	The village is located directly on the highway.
der Automat(1)	Zigaretten bekommst du am Automaten.	You can get cigarettes from the vending machine.
der Automat(2)	Der Fahrkartenautomat ist auf dem Bahnsteig.	The ticket machine is on the platform.
automatisch(1)	Die Tür schließt automatisch.	The door closes automatically.
automatisch(2)	Das Zeugnis bekommen Sie automatisch zugeschickt.	You will automatically receive the certificate by mail.
der Autor(1)	Diese Autorin hat in diesem Jahr schon zwei Bücher geschrieben.	This author has already written two books this year.

